date,money
2009-12-9,664386.4105388408
2009-12-10,664558.517220379
2009-12-11,628108.2975128831
2009-12-12,637391.6471408108
2009-12-13,615733.7495596742
2009-12-14,667968.1862983771
2009-12-15,624490.7180534332
2009-12-16,604204.3756419887
2009-12-17,615208.4886474137
2009-12-18,628204.9049290215
2009-12-19,587050.44342885
2009-12-20,605064.3041985122
2009-12-21,596172.1083300199
2009-12-22,581093.6264014065
2009-12-23,592969.2599951187
2009-12-24,588112.0576433861
2009-12-25,561270.153032039
2009-12-26,554258.8165359397
2009-12-27,595375.0104529732
2009-12-28,537015.0720720873
2009-12-29,534909.1195478048
2009-12-30,591862.6119608682
2009-12-31,530730.3230927881
2010-1-1,524784.6239498102
2010-1-2,520600.2357849015
2010-1-3,534604.4896589995
2010-1-4,549693.476304045
2010-1-5,551522.9910301701
2010-1-6,536248.4967970662
2010-1-7,566958.4018462291
2010-1-8,549838.5242020092
2010-1-9,541363.0581773611
2010-1-10,573771.2578109951
2010-1-11,560104.4332026286
2010-1-12,556376.4256933947
2010-1-13,568401.3615671499
2010-1-14,567329.8424828486
2010-1-15,580235.0716592384
2010-1-16,582556.6660487521
2010-1-17,566597.0682848368
2010-1-18,590809.1422800029
2010-1-19,625174.1594843047
2010-1-20,595243.1507638888
2010-1-21,569592.7364986895
2010-1-22,609509.1335124746
2010-1-23,592012.7500030142
2010-1-24,597332.5029431207
2010-1-25,611112.2056574492
2010-1-26,606153.2326419055
2010-1-27,597918.3769887285
2010-1-28,582584.0222675555
2010-1-29,586710.7589431317
2010-1-30,624988.8682454193
2010-1-31,588511.1195420481
2010-2-1,607446.5278579856
2010-2-2,623420.568304733
2010-2-3,651911.0132838947
2010-2-4,650244.0017299826
2010-2-5,629091.5444401643
2010-2-6,667194.851616657
2010-2-7,678204.6615026207
2010-2-8,684666.3724300703
2010-2-9,668396.4737922443
2010-2-10,675406.8976698787
2010-2-11,710392.8236172926
2010-2-12,728358.623121171
2010-2-13,712277.0693234075
2010-2-14,708982.5367866037
2010-2-15,737175.110740658
2010-2-16,733164.8368562846
2010-2-17,732163.3455400153
2010-2-18,770150.0271191433
2010-2-19,808434.5383475418
2010-2-20,776116.8676156062
2010-2-21,797858.6052314105
2010-2-22,830121.317445606
2010-2-23,854934.3125321247
2010-2-24,815624.42142418
2010-2-25,793814.7533140631
2010-2-26,885041.5966728063
2010-2-27,822104.97779603
2010-2-28,848545.1391346913
2010-3-1,827379.8876230286
2010-3-2,793738.430597701
2010-3-3,783105.830496042
2010-3-4,810339.9555661003
2010-3-5,800024.4884047464
2010-3-6,798001.279480324
2010-3-7,817154.7179857777
2010-3-8,767741.1892903878
2010-3-9,766858.3267350338
2010-3-10,793968.6236787032
2010-3-11,772074.9192565684
2010-3-12,752333.3490126082
2010-3-13,729217.7640559493
2010-3-14,750229.5027564737
2010-3-15,740769.5438441298
2010-3-16,711230.5525110523
2010-3-17,690100.1994110537
2010-3-18,683501.9947045693
2010-3-19,757464.0078372076
2010-3-20,649653.7631881507
2010-3-21,717258.7286584942
2010-3-22,668053.726768843
2010-3-23,659118.1531503228
2010-3-24,655388.7868793479
2010-3-25,671240.7013694221
2010-3-26,666345.4331233212
2010-3-27,640272.0799861393
2010-3-28,655564.595117517
2010-3-29,627302.4468431001
2010-3-30,634076.2685521718
2010-3-31,649294.3080775945
2010-4-1,607349.4310572586
2010-4-2,628134.9108907992
2010-4-3,579816.450296829
2010-4-4,601236.7791560402
2010-4-5,627749.946675067
2010-4-6,595160.8856416806
2010-4-7,648021.9565398564
2010-4-8,663320.3999696813
2010-4-9,639861.9682453932
2010-4-10,631814.0728787722
2010-4-11,659690.5312230184
2010-4-12,643132.9535542836
2010-4-13,650928.0022728542
2010-4-14,667231.2287649142
2010-4-15,680700.8260494247
2010-4-16,662577.1233642977
2010-4-17,689055.3308927505
2010-4-18,674163.6775323659
2010-4-19,714443.7467613481
2010-4-20,641389.8823981779
2010-4-21,669391.8730772809
2010-4-22,655392.2758529979
2010-4-23,676837.9866645349
2010-4-24,682945.3671256175
2010-4-25,711022.1644519223
2010-4-26,707799.1330113026
2010-4-27,718310.0397082699
2010-4-28,719081.8006386261
2010-4-29,697554.1885503323
2010-4-30,721272.6544458442
2010-5-1,721196.9611786949
2010-5-2,705136.3230938887
2010-5-3,686382.8165369193
2010-5-4,692070.4531779026
2010-5-5,690061.7088271303
2010-5-6,715959.0602310464
2010-5-7,715305.3213863757
2010-5-8,725142.4019458498
2010-5-9,704371.9081685256
2010-5-10,676847.1546266626
2010-5-11,705138.5693070914
2010-5-12,701453.2670649969
2010-5-13,731423.2936974368
2010-5-14,740551.8350477573
2010-5-15,688282.7795376265
2010-5-16,691179.6353503952
2010-5-17,693219.5650769626
2010-5-18,713396.5581397103
2010-5-19,728146.1556865996
2010-5-20,713253.4399393407
2010-5-21,706664.18280295
2010-5-22,695850.7063223368
2010-5-23,700208.1809674745
2010-5-24,727459.4077851047
2010-5-25,687915.7221061612
2010-5-26,708644.0714225718
2010-5-27,707343.0370122264
2010-5-28,713393.7706236573
2010-5-29,687316.5640013394
2010-5-30,715323.1571559622
2010-5-31,712563.6486279473
2010-6-1,684939.5771797603
2010-6-2,696068.1360392501
2010-6-3,664160.1534704508
2010-6-4,706469.0335967215
2010-6-5,700320.3264669167
2010-6-6,649133.620512613
2010-6-7,672388.2801633077
2010-6-8,682460.5013409589
2010-6-9,645698.0820524474
2010-6-10,637927.8450023043
2010-6-11,678874.5509703107
2010-6-12,639983.8035657292
2010-6-13,626785.3574439832
2010-6-14,650579.2109263743
2010-6-15,627234.7744694217
2010-6-16,642632.0263205785
2010-6-17,633221.6768186106
2010-6-18,635682.3174789579
2010-6-19,597307.723566794
2010-6-20,606759.6744488257
2010-6-21,622381.6132356956
2010-6-22,625187.0803145691
2010-6-23,608326.2181037304
2010-6-24,616119.1307446981
2010-6-25,600892.4503811201
2010-6-26,607588.7427188826
2010-6-27,608010.5759235149
2010-6-28,585430.7370991731
2010-6-29,562978.3607873529
2010-6-30,595470.312542993
2010-7-1,577486.6525174384
2010-7-2,601621.3384908475
2010-7-3,595274.9795889851
2010-7-4,600975.3181357122
2010-7-5,600719.8714453729
2010-7-6,596648.297789418
2010-7-7,617384.2840353579
2010-7-8,624279.5097749804
2010-7-9,583156.7551750676
2010-7-10,646475.5092379623
2010-7-11,640042.8734291601
2010-7-12,631624.9610931904
2010-7-13,636388.5993668213
2010-7-14,639344.3203989957
2010-7-15,693827.2097917397
2010-7-16,641969.0420850654
2010-7-17,656070.1515868388
2010-7-18,696001.655892301
2010-7-19,664979.4199864333
2010-7-20,668133.3777351717
2010-7-21,685094.4920087255
2010-7-22,708018.1669263126
2010-7-23,696410.9745181381
2010-7-24,696485.2094801675
2010-7-25,701755.392769381
2010-7-26,714827.401333587
2010-7-27,720283.3824966232
2010-7-28,694390.7516809832
2010-7-29,726555.8111210349
2010-7-30,744909.3523187997
2010-7-31,747513.9230497078
2010-8-1,771644.2038684365
2010-8-2,716022.7946812698
2010-8-3,728013.7226381713
2010-8-4,724394.1756527723
2010-8-5,738665.9625136545
2010-8-6,753751.1350144588
2010-8-7,789472.0533024499
2010-8-8,753150.0547252342
2010-8-9,787266.8124384106
2010-8-10,767401.3357178448
2010-8-11,814138.3123671183
2010-8-12,777016.6859653258
2010-8-13,794174.3412229519
2010-8-14,810523.9366629318
2010-8-15,834497.6202721515
2010-8-16,834504.077697852
2010-8-17,856091.8665671498
2010-8-18,815394.4888109398
2010-8-19,853789.6044621456
2010-8-20,889931.4392223058
2010-8-21,833243.0442098033
2010-8-22,877001.0792351671
2010-8-23,938910.088322323
2010-8-24,884729.4200035372
2010-8-25,885225.8308311817
2010-8-26,901124.1806759774
2010-8-27,923113.5070403775
2010-8-28,936860.6848860406
2010-8-29,953244.0344785489
2010-8-30,915599.6336542191
2010-8-31,920117.3568105916
2010-9-1,916663.9854237519
2010-9-2,870127.2812229162
2010-9-3,916677.2620097479
2010-9-4,898828.7292546014
2010-9-5,907653.4537558246
2010-9-6,897303.1770819551
2010-9-7,926675.3329436242
2010-9-8,938886.4715109621
2010-9-9,883905.609111644
2010-9-10,868559.7552245349
2010-9-11,880957.7227714293
2010-9-12,920075.4827327603
2010-9-13,923507.7287356312
2010-9-14,858776.9496370337
2010-9-15,900206.4679236921
2010-9-16,861608.7863646867
2010-9-17,884256.6459139705
2010-9-18,889583.6965737817
2010-9-19,908179.8419939599
2010-9-20,896745.4129686563
2010-9-21,902398.0001416971
2010-9-22,932699.1915383901
2010-9-23,929088.389623974
2010-9-24,933489.7712380302
2010-9-25,930989.1772689617
2010-9-26,884493.7600824684
2010-9-27,906177.2389467324
2010-9-28,937527.033045415
2010-9-29,859208.935085638
2010-9-30,906167.0711790514
2010-10-1,876664.5174433073
2010-10-2,867996.8060167457
2010-10-3,898971.8324604385
2010-10-4,857380.4843638098
2010-10-5,834538.9359589893
2010-10-6,829287.1222601101
2010-10-7,803183.2987116768
2010-10-8,776486.7312514422
2010-10-9,800486.476195309
2010-10-10,790763.5267500764
2010-10-11,781815.5948440605
2010-10-12,756432.1225209237
2010-10-13,769699.7404806039
2010-10-14,736967.4265403039
2010-10-15,716246.1584643378
2010-10-16,746393.9576619058
2010-10-17,700410.0622351087
2010-10-18,680104.1968593227
2010-10-19,686979.1330735914
2010-10-20,694762.8518467061
2010-10-21,653914.3453129927
2010-10-22,657719.4073691018
2010-10-23,622745.7257808476
2010-10-24,668161.2488138197
2010-10-25,627433.888577701
2010-10-26,627229.6064326484
2010-10-27,596229.4165680448
2010-10-28,603481.4162077081
2010-10-29,604987.5387150989
2010-10-30,572310.6334304815
2010-10-31,543427.640883069
2010-11-1,572615.9112537102
2010-11-2,554762.9790026791
2010-11-3,578865.8944736215
2010-11-4,590219.2395138462
2010-11-5,566664.2029217104
2010-11-6,581363.6026787203
2010-11-7,555440.2878329918
2010-11-8,602515.3923771712
2010-11-9,627079.1125928493
2010-11-10,600280.7954849318
2010-11-11,630446.0456611759
2010-11-12,653941.1308182207
2010-11-13,637401.8196515263
2010-11-14,606750.217185103
2010-11-15,647624.8973110284
2010-11-16,635212.1432267
2010-11-17,643717.1998013498
2010-11-18,646303.8208068428
2010-11-19,659939.7315313473
2010-11-20,652664.9832034915
2010-11-21,663040.0387446742
2010-11-22,687538.6896505464
2010-11-23,657679.9305432959
2010-11-24,687590.7836883032
2010-11-25,696376.3340040478
2010-11-26,705064.0994278189
2010-11-27,656243.0154830442
2010-11-28,724113.8495666715
2010-11-29,707137.063806428
2010-11-30,701583.3423371391
2010-12-1,684916.7277734079
2010-12-2,711731.1029984518
2010-12-3,698996.9972529971
2010-12-4,732481.9949463089
2010-12-5,745571.0380133273
2010-12-6,712526.5797132151
2010-12-7,737070.98703183
2010-12-8,786807.9946573506
2010-12-9,775081.5323013706
2010-12-10,755671.8476828431
2010-12-11,761940.4487017245
2010-12-12,767541.8882595247
2010-12-13,823008.0612023411
2010-12-14,800269.9374258212
2010-12-15,796869.1584623455
2010-12-16,798754.3546872253
2010-12-17,830855.3929249811
2010-12-18,826778.2305077905
2010-12-19,867792.4486762375
2010-12-20,849545.7216078984
2010-12-21,836405.8457144003
2010-12-22,847257.8656256753
2010-12-23,889967.1421346989
2010-12-24,874586.1968448942
2010-12-25,868434.7798849491
2010-12-26,811233.2420527134
2010-12-27,877928.7106670995
2010-12-28,854373.3173074967
2010-12-29,910750.4325003603
2010-12-30,902267.6718210602
2010-12-31,935930.7738477575
2011-1-1,869591.6460406594
2011-1-2,885550.412529945
2011-1-3,869281.621966975
2011-1-4,872560.2543497977
2011-1-5,829050.5360270472
2011-1-6,848635.9361095811
2011-1-7,825868.969599749
2011-1-8,843410.5445456221
2011-1-9,848835.0331208978
2011-1-10,819310.4949035987
2011-1-11,841527.2278205949
2011-1-12,810095.6682159109
2011-1-13,819334.4500855072
2011-1-14,795375.0014494741
2011-1-15,763439.5634195872
2011-1-16,834076.1219206089
2011-1-17,811690.1557392839
2011-1-18,814968.6221294148
2011-1-19,788868.2083642842
2011-1-20,772248.7502689216
2011-1-21,767515.0166351545
2011-1-22,741384.5650977817
2011-1-23,765031.877512253
2011-1-24,723871.2966202111
2011-1-25,747553.2721372677
2011-1-26,718322.6859648671
2011-1-27,730188.5639470684
2011-1-28,730999.3574523404
2011-1-29,706041.5878457216
2011-1-30,729997.6790705008
2011-1-31,726803.9024136455
2011-2-1,677427.3994828416
2011-2-2,702957.8265434384
2011-2-3,706876.3749230823
2011-2-4,703477.5400907552
2011-2-5,723171.3420387281
2011-2-6,738929.9674029906
2011-2-7,719592.4369693315
2011-2-8,742331.1440474368
2011-2-9,748299.9257348315
2011-2-10,780732.9406568183
2011-2-11,766064.1204620593
2011-2-12,800978.126137817
2011-2-13,763103.7799742596
2011-2-14,792249.5578966415
2011-2-15,797543.9405384843
2011-2-16,828143.516458414
2011-2-17,849237.9559824148
2011-2-18,813768.1389004099
2011-2-19,849928.4465268599
2011-2-20,810112.3750717721
2011-2-21,876112.0652204658
2011-2-22,891506.8754637066
2011-2-23,885058.0785917233
2011-2-24,890929.1318043246
2011-2-25,924953.5090759189
2011-2-26,906491.634285977
2011-2-27,900362.2747723666
2011-2-28,908173.1655765737
2011-3-1,906524.1268826734
2011-3-2,879663.5997943402
2011-3-3,898009.9134569892
2011-3-4,937234.6763760202
2011-3-5,893827.0520594744
2011-3-6,987428.371056967
2011-3-7,910997.3520291728
2011-3-8,944193.9423238355
2011-3-9,871086.0322225186
2011-3-10,917573.8660385772
2011-3-11,879289.1795502771
2011-3-12,945420.2330176322
2011-3-13,900932.5172393617
2011-3-14,870103.6404623691
2011-3-15,934995.0508860934
2011-3-16,926929.0318688285
2011-3-17,917523.845154892
2011-3-18,909535.2894248312
2011-3-19,902136.6379824883
2011-3-20,899113.4785204424
2011-3-21,939591.8753590238
2011-3-22,931791.6420306106
2011-3-23,897455.31719167
2011-3-24,906467.4094855334
2011-3-25,932056.673645862
2011-3-26,886567.5051647004
2011-3-27,902853.1715009088
2011-3-28,899228.8310988432
2011-3-29,867799.4679201466
2011-3-30,929841.4523941911
2011-3-31,886158.7544083457
2011-4-1,880702.5747764993
2011-4-2,903580.1366601564
2011-4-3,879117.169822812
2011-4-4,893078.018626576
2011-4-5,894553.5677890929
2011-4-6,909339.6512920463
2011-4-7,913187.9149867693
2011-4-8,901133.1330438554
2011-4-9,909423.1823371691
2011-4-10,887114.0246554081
2011-4-11,890547.3816150024
2011-4-12,882074.9407733192
2011-4-13,892824.9550230915
2011-4-14,929680.9833840815
2011-4-15,880821.3238609226
2011-4-16,904743.8180039023
2011-4-17,946867.8117193778
2011-4-18,923047.9436890669
2011-4-19,868007.2672336565
2011-4-20,910869.3196822789
2011-4-21,911321.7116085641
2011-4-22,897358.3610203803
2011-4-23,866950.6045824183
2011-4-24,901160.9121617053
2011-4-25,909666.8610632516
2011-4-26,923336.9800394736
2011-4-27,907606.5786536835
2011-4-28,911675.3623460928
2011-4-29,868719.1548599569
2011-4-30,866701.0226622068
2011-5-1,839460.2170297587
2011-5-2,851174.4522458004
2011-5-3,812876.1391099199
2011-5-4,798696.871788705
2011-5-5,844498.3182283171
2011-5-6,840166.8138067654
2011-5-7,830445.9409811735
2011-5-8,806390.7781161183
2011-5-9,808572.0343700922
2011-5-10,809750.7210261892
2011-5-11,780943.988696456
2011-5-12,802648.4444445646
2011-5-13,800198.7624285712
2011-5-14,826310.3425847238
2011-5-15,780563.0859413263
2011-5-16,768496.5382589768
2011-5-17,779793.0993472639
2011-5-18,791964.4367648072
2011-5-19,778505.436299307
2011-5-20,769834.3919951139
2011-5-21,749930.5818754269
2011-5-22,791479.5725617275
2011-5-23,752937.3793860715
2011-5-24,721549.8428369497
2011-5-25,734972.5889950728
2011-5-26,748965.4200663834
2011-5-27,744848.5086547342
2011-5-28,727662.1429431215
2011-5-29,739136.1309642934
2011-5-30,716503.0094786105
2011-5-31,712827.24619319
2011-6-1,656628.0150109818
2011-6-2,693458.2892438255
2011-6-3,705448.7183183087
2011-6-4,676017.5347715792
2011-6-5,677748.3008548308
2011-6-6,669650.306033755
2011-6-7,695163.1224928242
2011-6-8,657773.0234219024
2011-6-9,673495.1273204952
2011-6-10,701741.3945865813
2011-6-11,699298.6562659267
2011-6-12,677074.5697233692
2011-6-13,671549.1155786517
2011-6-14,683234.0096348748
2011-6-15,664467.1158188736
2011-6-16,660383.5560631038
2011-6-17,674708.2293749335
2011-6-18,675700.5729048488
2011-6-19,643688.7704036193
2011-6-20,696283.8274690921
2011-6-21,645829.6267271044
2011-6-22,624317.0101866922
2011-6-23,646139.3136654875
2011-6-24,665716.0965486537
2011-6-25,655659.8347085248
2011-6-26,679899.966317782
2011-6-27,641738.9902344045
2011-6-28,646958.6886669633
2011-6-29,666697.3153412587
2011-6-30,658913.7820104972
2011-7-1,658597.0198817768
2011-7-2,663295.3975841769
2011-7-3,679392.1572110875
2011-7-4,681416.4032865133
2011-7-5,669180.5298957058
2011-7-6,667608.8699980398
2011-7-7,690523.3246728083
2011-7-8,714629.8753046339
2011-7-9,718864.947588254
2011-7-10,741897.067462556
2011-7-11,730676.1671153384
2011-7-12,733465.8690291917
2011-7-13,740468.7641370585
2011-7-14,751545.6197884246
2011-7-15,736533.9650446418
2011-7-16,729299.1110992732
2011-7-17,767297.9205545295
2011-7-18,757809.4173490456
2011-7-19,767344.8804565723
2011-7-20,790045.152343839
2011-7-21,804356.0109296951
2011-7-22,789154.5587003964
2011-7-23,812713.7589770405
2011-7-24,850824.8015195864
2011-7-25,807726.5133577539
2011-7-26,874443.6815606217
2011-7-27,855382.027216865
2011-7-28,826150.3247692375
